Director;Type;Characters;Genre;Location;Temporal collocation;Saga;Duration;First viewing;id;isChosen;gender;age;resp.id;ques;alt
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Japan;End of the 19th century;No;2h;Cinema;1383;0;M;27;25;367;left
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;2022;No;2h;Cinema;1521;0;M;27;25;367;center
Steven Spielberg;Live-action;Humans;Thriller;Europe;2100;No;1h 40min;Platforms;2508;1;M;27;25;367;right
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;2100;No;2h;Platforms;3329;0;M;27;25;368;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;Yes;2h;Platforms;2808;0;M;27;25;368;center
Tim Burton;Live-action;Animals;Thriller;Mars;2022;Yes;2h;Platforms;2873;1;M;27;25;368;right
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Europe;2100;Yes;1h 40min;Platforms;2087;0;M;27;25;369;left
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;2h;Cinema;1328;0;M;27;25;369;center
Christopher Nolan;Live-action;Humans;Science-fiction;United States of America;End of the 19th century;Yes;1h 40min;Cinema;4;1;M;27;25;369;right
Steven Spielberg;Live-action;Animals;Thriller;Mars;2022;No;1h 40min;Platforms;2442;1;M;27;25;370;left
Steven Spielberg;Animation film;Animals;Thriller;Japan;2100;No;1h 40min;Platforms;2547;0;M;27;25;370;center
Tim Burton;Animation film;Humans;Thriller;Mars;2022;No;1h 40min;Platforms;2432;0;M;27;25;370;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;No;1h 40min;Cinema;448;1;M;27;25;371;left
Tim Burton;Live-action;Animals;Science-fiction;Mars;2100;Yes;1h 40min;Platforms;2135;0;M;27;25;371;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2022;No;2h;Cinema;1528;0;M;27;25;371;right
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;Yes;2h;Platforms;2843;0;M;27;25;372;left
Tim Burton;Animation film;Humans;Science-fiction;Mars;2100;No;2h;Platforms;3422;0;M;27;25;372;center
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;2h;Cinema;945;1;M;27;25;372;right
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2022;No;2h;Cinema;1446;1;M;27;25;373;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2100;No;2h;Platforms;3438;0;M;27;25;373;center
Steven Spielberg;Animation film;Animals;Thriller;Mars;2022;Yes;2h;Platforms;2871;0;M;27;25;373;right
Steven Spielberg;Live-action;Humans;Thriller;Japan;2022;Yes;2h;Cinema;1104;1;M;27;25;374;left
Tim Burton;Animation film;Humans;Thriller;Europe;2022;Yes;1h 40min;Cinema;200;0;M;27;25;374;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;No;1h 40min;Platforms;2391;0;M;27;25;374;right
Christopher Nolan;Animation film;Animals;Science-fiction;Mars;2022;Yes;2h;Cinema;1123;0;M;27;25;375;left
Tim Burton;Live-action;Animals;Thriller;Europe;2100;Yes;1h 40min;Platforms;2081;1;M;27;25;375;center
Steven Spielberg;Animation film;Humans;Science-fiction;United States of America;End of the 19th century;No;1h 40min;Cinema;435;0;M;27;25;375;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;Yes;1h 40min;Cinema;14;0;M;22;26;376;left
Tim Burton;Live-action;Humans;Science-fiction;Japan;2022;No;1h 40min;Cinema;653;0;M;22;26;376;center
Steven Spielberg;Animation film;Humans;Science-fiction;United States of America;End of the 19th century;No;2h;Cinema;1299;1;M;22;26;376;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2100;No;2h;Cinema;1634;0;M;22;26;377;left
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;Yes;1h 40min;Cinema;280;1;M;22;26;377;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;No;1h 40min;Platforms;2462;0;M;22;26;377;right
Steven Spielberg;Live-action;Animals;Thriller;Japan;2100;No;1h 40min;Platforms;2550;0;M;22;26;378;left
Christopher Nolan;Animation film;Humans;Science-fiction;Japan;2100;Yes;2h;Cinema;1225;1;M;22;26;378;center
Steven Spielberg;Animation film;Humans;Science-fiction;United States of America;2022;No;1h 40min;Platforms;2307;0;M;22;26;378;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Platforms;1854;0;M;22;26;379;left
Tim Burton;Animation film;Humans;Thriller;Japan;End of the 19th century;Yes;1h 40min;Platforms;1820;0;M;22;26;379;center
Steven Spielberg;Animation film;Humans;Science-fiction;Japan;2100;No;2h;Cinema;1659;1;M;22;26;379;right
Steven Spielberg;Animation film;Humans;Thriller;Mars;2100;Yes;2h;Platforms;3009;0;M;22;26;380;left
Tim Burton;Live-action;Humans;Science-fiction;Japan;2022;No;2h;Cinema;1517;0;M;22;26;380;center
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;1h 40min;Cinema;79;1;M;22;26;380;right
Steven Spielberg;Animation film;Animals;Thriller;Japan;End of the 19th century;Yes;1h 40min;Cinema;99;0;M;22;26;381;left
Tim Burton;Animation film;Animals;Science-fiction;United States of America;End of the 19th century;No;2h;Platforms;3032;0;M;22;26;381;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Japan;End of the 19th century;Yes;1h 40min;Cinema;90;1;M;22;26;381;right
Tim Burton;Animation film;Animals;Science-fiction;Japan;End of the 19th century;No;1h 40min;Cinema;512;0;M;22;26;382;left
Christopher Nolan;Live-action;Humans;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;922;1;M;22;26;382;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;United States of America;2100;Yes;1h 40min;Platforms;2050;0;M;22;26;382;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;1h 40min;Cinema;591;0;M;22;26;383;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2100;Yes;2h;Cinema;1206;1;M;22;26;383;center
Tim Burton;Live-action;Humans;Science-fiction;United States of America;2100;Yes;2h;Platforms;2885;0;M;22;26;383;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1924;0;M;22;26;384;left
Steven Spielberg;Live-action;Humans;Science-fiction;Europe;2100;Yes;1h 40min;Cinema;330;0;M;22;26;384;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Mars;2100;No;2h;Platforms;3454;1;M;22;26;384;right
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;2022;No;1h 40min;Cinema;619;1;M;22;26;385;left
Christopher Nolan;Animation film;Animals;Science-fiction;United States of America;2100;No;2h;Platforms;3319;0;M;22;26;385;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;No;1h 40min;Cinema;843;0;M;22;26;385;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;Yes;2h;Platforms;2749;0;M;22;26;386;left
Christopher Nolan;Live-action;Humans;Thriller;Europe;End of the 19th century;No;2h;Platforms;3082;1;M;22;26;386;center
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;2022;Yes;2h;Cinema;1051;0;M;22;26;386;right
Steven Spielberg;Live-action;Humans;Science-fiction;Japan;End of the 19th century;Yes;2h;Cinema;942;0;M;22;26;387;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;Yes;2h;Platforms;3001;1;M;22;26;387;center
Christopher Nolan;Live-action;Humans;Science-fiction;Japan;End of the 19th century;No;1h 40min;Platforms;2236;0;M;22;26;387;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Europe;2100;No;2h;Cinema;1654;1;M;22;26;388;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Cinema;123;0;M;22;26;388;center
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;2022;No;1h 40min;Platforms;2421;0;M;22;26;388;right
Christopher Nolan;Live-action;Humans;Thriller;Japan;2022;No;1h 40min;Platforms;2398;1;M;22;26;389;left
Steven Spielberg;Animation film;Animals;Thriller;Mars;2100;Yes;1h 40min;Platforms;2151;0;M;22;26;389;center
Steven Spielberg;Animation film;Animals;Thriller;Europe;2100;Yes;1h 40min;Cinema;351;0;M;22;26;389;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;No;2h;Cinema;1492;1;M;22;26;390;left
Steven Spielberg;Animation film;Animals;Thriller;Japan;2022;No;2h;Cinema;1539;0;M;22;26;390;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;No;1h 40min;Platforms;2299;0;M;22;26;390;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;Yes;1h 40min;Cinema;14;0;M;22;27;391;left
Tim Burton;Live-action;Humans;Science-fiction;Japan;2022;No;1h 40min;Cinema;653;0;M;22;27;391;center
Steven Spielberg;Animation film;Humans;Science-fiction;United States of America;End of the 19th century;No;2h;Cinema;1299;1;M;22;27;391;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2100;No;2h;Cinema;1634;0;M;22;27;392;left
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;Yes;1h 40min;Cinema;280;1;M;22;27;392;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;No;1h 40min;Platforms;2462;0;M;22;27;392;right
Steven Spielberg;Live-action;Animals;Thriller;Japan;2100;No;1h 40min;Platforms;2550;0;M;22;27;393;left
Christopher Nolan;Animation film;Humans;Science-fiction;Japan;2100;Yes;2h;Cinema;1225;1;M;22;27;393;center
Steven Spielberg;Animation film;Humans;Science-fiction;United States of America;2022;No;1h 40min;Platforms;2307;0;M;22;27;393;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Platforms;1854;0;M;22;27;394;left
Tim Burton;Animation film;Humans;Thriller;Japan;End of the 19th century;Yes;1h 40min;Platforms;1820;0;M;22;27;394;center
Steven Spielberg;Animation film;Humans;Science-fiction;Japan;2100;No;2h;Cinema;1659;1;M;22;27;394;right
Steven Spielberg;Animation film;Humans;Thriller;Mars;2100;Yes;2h;Platforms;3009;0;M;22;27;395;left
Tim Burton;Live-action;Humans;Science-fiction;Japan;2022;No;2h;Cinema;1517;0;M;22;27;395;center
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;1h 40min;Cinema;79;1;M;22;27;395;right
Steven Spielberg;Animation film;Animals;Thriller;Japan;End of the 19th century;Yes;1h 40min;Cinema;99;0;M;22;27;396;left
Tim Burton;Animation film;Animals;Science-fiction;United States of America;End of the 19th century;No;2h;Platforms;3032;0;M;22;27;396;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Japan;End of the 19th century;Yes;1h 40min;Cinema;90;1;M;22;27;396;right
Tim Burton;Animation film;Animals;Science-fiction;Japan;End of the 19th century;No;1h 40min;Cinema;512;0;M;22;27;397;left
Christopher Nolan;Live-action;Humans;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;922;1;M;22;27;397;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;United States of America;2100;Yes;1h 40min;Platforms;2050;0;M;22;27;397;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;1h 40min;Cinema;591;0;M;22;27;398;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2100;Yes;2h;Cinema;1206;1;M;22;27;398;center
Tim Burton;Live-action;Humans;Science-fiction;United States of America;2100;Yes;2h;Platforms;2885;0;M;22;27;398;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1924;0;M;22;27;399;left
Steven Spielberg;Live-action;Humans;Science-fiction;Europe;2100;Yes;1h 40min;Cinema;330;0;M;22;27;399;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Mars;2100;No;2h;Platforms;3454;1;M;22;27;399;right
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;2022;No;1h 40min;Cinema;619;1;M;22;27;400;left
Christopher Nolan;Animation film;Animals;Science-fiction;United States of America;2100;No;2h;Platforms;3319;0;M;22;27;400;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;No;1h 40min;Cinema;843;0;M;22;27;400;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;Yes;2h;Platforms;2749;0;M;22;27;401;left
Christopher Nolan;Live-action;Humans;Thriller;Europe;End of the 19th century;No;2h;Platforms;3082;1;M;22;27;401;center
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;2022;Yes;2h;Cinema;1051;0;M;22;27;401;right
Steven Spielberg;Live-action;Humans;Science-fiction;Japan;End of the 19th century;Yes;2h;Cinema;942;0;M;22;27;402;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;Yes;2h;Platforms;3001;1;M;22;27;402;center
Christopher Nolan;Live-action;Humans;Science-fiction;Japan;End of the 19th century;No;1h 40min;Platforms;2236;0;M;22;27;402;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Europe;2100;No;2h;Cinema;1654;1;M;22;27;403;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Cinema;123;0;M;22;27;403;center
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;2022;No;1h 40min;Platforms;2421;0;M;22;27;403;right
Christopher Nolan;Live-action;Humans;Thriller;Japan;2022;No;1h 40min;Platforms;2398;1;M;22;27;404;left
Steven Spielberg;Animation film;Animals;Thriller;Mars;2100;Yes;1h 40min;Platforms;2151;0;M;22;27;404;center
Steven Spielberg;Animation film;Animals;Thriller;Europe;2100;Yes;1h 40min;Cinema;351;0;M;22;27;404;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;No;2h;Cinema;1492;1;M;22;27;405;left
Steven Spielberg;Animation film;Animals;Thriller;Japan;2022;No;2h;Cinema;1539;0;M;22;27;405;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;No;1h 40min;Platforms;2299;0;M;22;27;405;right
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;2022;Yes;1h 40min;Platforms;1889;0;M;23;28;406;left
Steven Spielberg;Live-action;Humans;Thriller;Japan;2022;No;1h 40min;Cinema;672;0;M;23;28;406;center
Steven Spielberg;Live-action;Humans;Thriller;United States of America;End of the 19th century;Yes;1h 40min;Platforms;1752;1;M;23;28;406;right
Steven Spielberg;Animation film;Humans;Thriller;Europe;End of the 19th century;No;1h 40min;Platforms;2217;0;M;23;28;407;left
Tim Burton;Animation film;Animals;Thriller;Europe;2022;Yes;1h 40min;Cinema;206;1;M;23;28;407;center
Steven Spielberg;Animation film;Animals;Science-fiction;Europe;2022;Yes;2h;Platforms;2781;0;M;23;28;407;right
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;2100;Yes;2h;Platforms;2959;1;M;23;28;408;left
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2100;Yes;2h;Platforms;3005;0;M;23;28;408;center
Steven Spielberg;Live-action;Animals;Thriller;United States of America;2022;No;2h;Platforms;3198;0;M;23;28;408;right
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2709;0;M;23;28;409;left
Tim Burton;Live-action;Humans;Thriller;Mars;End of the 19th century;Yes;2h;Cinema;995;1;M;23;28;409;center
Tim Burton;Animation film;Animals;Science-fiction;Europe;End of the 19th century;No;1h 40min;Cinema;476;0;M;23;28;409;right
Christopher Nolan;Animation film;Humans;Thriller;Japan;2100;No;2h;Platforms;3403;0;M;23;28;410;left
Tim Burton;Animation film;Animals;Thriller;Mars;2022;Yes;1h 40min;Platforms;2006;1;M;23;28;410;center
Steven Spielberg;Animation film;Animals;Thriller;United States of America;2022;No;2h;Cinema;1467;0;M;23;28;410;right
Christopher Nolan;Live-action;Humans;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1912;1;M;23;28;411;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;No;2h;Platforms;3240;0;M;23;28;411;center
Tim Burton;Animation film;Humans;Science-fiction;Europe;2100;Yes;1h 40min;Platforms;2054;0;M;23;28;411;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;1h 40min;Platforms;2320;1;M;23;28;412;left
Tim Burton;Animation film;Animals;Thriller;United States of America;End of the 19th century;Yes;2h;Cinema;890;0;M;23;28;412;center
Christopher Nolan;Live-action;Humans;Thriller;Europe;2022;Yes;1h 40min;Platforms;1930;0;M;23;28;412;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Europe;2100;Yes;1h 40min;Platforms;2086;0;M;23;28;413;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Mars;2022;Yes;2h;Platforms;2880;0;M;23;28;413;center
Christopher Nolan;Animation film;Humans;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;919;1;M;23;28;413;right
Tim Burton;Live-action;Animals;Science-fiction;Mars;2022;No;2h;Platforms;3287;1;M;23;28;414;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2100;Yes;2h;Platforms;2965;0;M;23;28;414;center
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;Yes;2h;Cinema;1144;0;M;23;28;414;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;United States of America;2100;No;1h 40min;Cinema;751;0;M;23;28;415;left
Steven Spielberg;Live-action;Animals;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2712;1;M;23;28;415;center
Steven Spielberg;Animation film;Humans;Science-fiction;Europe;2100;No;1h 40min;Cinema;759;0;M;23;28;415;right
Christopher Nolan;Animation film;Humans;Science-fiction;United States of America;2100;Yes;1h 40min;Cinema;289;1;M;23;28;416;left
